id,fire_name,county_id,county_name,location,latitude,longitude,minimum_temp,maximum_temp,average_temp,wind_speed,air_pressure,precipitation
1039,Meadow Fire,22,Mariposa,East of Little Yosemite Valley,37.5815,-119.9054,9.0,24.0,20.0,3.0,1016.0,0.0
1040,El Portal Fire,22,Mariposa,Near Highway 140 and community of El Portal,37.5815,-119.9054,10.0,26.0,23.0,3.0,1014.0,0.0
1041,Dark Hole Fire,22,Mariposa,near the Yosemite Creek Campground.,37.5815,-119.9054,12.0,24.0,21.0,1.0,1014.0,0.5
1042,Hunters Fire,22,Mariposa,"Hunters Valley area, near the southeast shore of Lake McClure",37.5815,-119.9054,7.0,22.0,18.0,1.0,1013.0,0.0
1043,Applegate Fire,31,Placer,on the eastside of Interstate 80 in the Applegate area,39.0635,-120.7175,9.0,28.0,21.0,4.0,1013.0,0.0
1044,Black Fire,23,Mendocino,"Black Bart Trail, North of Lake Mendocino",39.4402,-123.3915,11.0,25.0,20.0,3.0,1013.0,0.1
1045,Web Fire,4,Butte,Web Hollow & Big Chico Creek near Forest Ranch,39.6669,-121.6007,17.0,36.0,31.0,4.0,1016.0,0.0
1046,Bridge Fire,22,Mariposa,"Highway 49 at Harris Road, 10 miles east of Mariposa",37.5815,-119.9054,8.0,23.0,19.0,3.0,1011.0,0.0
1047,Gun Club Fire,24,Merced,"Gun Club Rd. at the Santa Fe Canal, Gustine",37.1919,-120.7177,18.0,37.0,31.0,17.0,1017.0,0.0
1048,Curie Fire,43,Santa Clara,Off Curie Drive south of San Jose,37.2318,-121.6951,15.0,35.0,28.0,7.0,1010.0,0.0
1049,Brewer Fire,31,Placer,"off South Brewer Road, west of Roseville",39.0635,-120.7175,6.0,18.0,12.0,14.0,1023.0,0.0
1050,Saratoga Fire,17,Lake,"off Hwy 20 & Saratoga Road, west of Upper Lake",39.0996,-122.7532,13.0,32.0,26.0,6.0,1008.0,0.0
1051,Interstate Fire,33,Riverside,I-15 at Temescal Canyon Rd in Alberhill,33.7437,-115.9938,25.0,36.0,33.0,15.0,1007.0,0.0
1052,Casa Fire,43,Santa Clara,"Hwy 152 at Casa De Fruta, 10 miles east of Gilroy",37.2318,-121.6951,13.0,31.0,24.0,8.0,1018.0,0.0
1053,Montgomery Fire,22,Mariposa,"Near Ponderosa Way & Tuolumne River Rd, south of Coulterville ",37.5815,-119.9054,8.0,23.0,19.0,4.0,1014.0,0.0
1054,Sabina Fire,33,Riverside,Sabina Road and Ballinger Road in the community of Aguanga,33.7437,-115.9938,27.0,39.0,34.0,20.0,1013.0,0.0
1055,Ranch Fire,15,Kern,Southwest of Greenhorn Summit,35.3429,-118.7299,15.0,39.0,32.0,6.0,1010.0,0.0
1056,June Fire,14,Inyo,at the base of June Mountain,36.5111,-117.4107,23.0,41.0,37.0,4.0,1011.0,0.0
1057,Nelson Fire,23,Mendocino,"off Nelson Ranch Rd, 9 mile south of Ukiah",39.4402,-123.3915,10.0,25.0,19.0,3.0,1014.0,0.0
1058,Honcut Fire,4,Butte,off Palermo Honcut Highway and Ahart Road near the community of Honcut,39.6669,-121.6007,7.0,18.0,12.0,13.0,1023.0,0.0
1059,Freeway Fire ,37,San Diego,"Naval Weapons Station, Fallbrook",33.0341,-116.7353,17.0,33.0,29.0,17.0,1019.0,0.0
1060,McClellan Fire,12,Humboldt,on Hwy 36 at McClellan Mountain Rd in Dinsmore,40.6993,-123.8756,11.0,23.0,20.0,12.0,1015.0,0.0
1061,Bogart Fire,33,Riverside,in Bogart Park in Cherry Valley,33.7437,-115.9938,19.0,36.0,30.0,22.0,1006.0,0.0
1062,Siskiyou County Lightning Fires,47,Siskiyou,Throughout Siskiyou County,41.5927,-122.5404,13.0,33.0,26.0,3.0,1019.0,0.6
1063,Foothill Fire ,56,Ventura,off Foothill Rd near Ventura ,34.4565,-119.0836,11.0,17.0,14.0,7.0,1014.0,0.0
1064,Iowa Fire,31,Placer,Iowa Hill Road south of Colfax,39.0635,-120.7175,12.0,29.0,24.0,1.0,1016.0,0.2
1065,Santa Fire,33,Riverside,off Santa Rosa & Rancho California Road in Temecula ,33.7437,-115.9938,17.0,35.0,31.0,21.0,1008.0,0.0
1066,South Napa Earthquake,28,Napa,City and County of Napa,38.5065,-122.3305,11.0,30.0,23.0,8.0,1011.0,0.0
1067,River Complex,53,Trinity,"Near the communities of Dailey Ranch, Hoboken, Denny and Trinity Village.",40.6507,-123.1126,9.0,36.0,30.0,1.0,1015.0,0.0
1068,Fork Complex,53,Trinity,"Near the communities of Hayfork, Hyampom, and Harrison Gulch,",40.6507,-123.1126,9.0,36.0,30.0,1.0,1015.0,0.0
1069,Gasquet Complex,8,Del Norte,Gasquet area,41.7431,-123.8972,15.0,27.0,23.0,8.0,1018.0,0.0
1070,South Complex,53,Trinity,Hyampom area,40.6507,-123.1126,9.0,36.0,30.0,1.0,1015.0,0.0
1071,Nickowitz Fire,8,Del Norte,near Orleans,41.7431,-123.8972,16.0,23.0,21.0,6.0,1015.0,0.9
1072,Round Fire,"14,26",Inyo,Westside of Highway 395 at the Sherwin Grade,36.5111,-117.4107,10.0,26.0,20.0,7.0,1017.0,0.0
1073,Humboldt Lightning Fires,12,Humboldt,"Alder Point-Blocksburg, Southeastern Humboldt County",40.6993,-123.8756,13.0,28.0,24.0,1.0,1015.0,0.0
1074,Walker Fire,26,Mono,north of Walker Lake & north of June Lake Loop,37.9391,-118.8868,9.0,22.0,18.0,11.0,1017.0,0.0
1075,Horno Fire,37,San Diego,Camp Pendleton,33.0341,-116.7353,21.0,35.0,31.0,4.0,1013.0,0.3
1076,Park Hill Fire,40,San Luis Obispo,"Park Hill Rd & Las Pilitas Rd, east of Santa Margarita",35.3871,-120.4045,16.0,31.0,26.0,7.0,1011.0,0.0
1077,Meridian Fire,4,Butte,"off Hwy 99 & Meridian Rd, north of Chico",39.6669,-121.6007,12.0,24.0,19.0,8.0,1010.0,0.0
1078,Van Dyke Fire,26,Mono,"Point Ranch, South of Bridgeport",37.9391,-118.8868,-2.0,6.0,2.0,17.0,1016.0,0.0
1079,Sky Fire,20,Madera,"Rd 632, 2 miles from Hwy 41, Community of Calvin Crest",37.218,-119.7627,12.0,32.0,27.0,8.0,1014.0,0.0
1080,Tenaya Fire,22,Mariposa,"north rim of Yosemite Valley, east of Yosemite Falls",37.5815,-119.9054,8.0,21.0,12.0,9.0,1015.0,0.0
1081,Lincoln Fire,19,Los Angeles,"off Lincoln Ave, in the Whittier Narrows Park, City of Montebello",34.3207,-118.2248,26.0,37.0,34.0,2.0,1012.0,0.0
1082,Ione Fire,3,Amador,"off Ione Rd & Hwy 16, east of Rancho Murietta",38.4464,-120.6511,19.0,34.0,30.0,3.0,1013.0,0.0
1083,Warm Fire,19,Los Angeles,Lake Hughes Rd at Warm Springs Rehab Center,34.3207,-118.2248,26.0,37.0,34.0,2.0,1012.0,0.0
1084,Site Fire,1,Alameda,near Corral Hollow Road and the Alameda-San Joaquin county line.,37.6469,-121.8889,12.0,28.0,23.0,9.0,1009.0,0.0
1085,Chorro Fire,56,Ventura,"Maricopa Highway 33 & Chorro Grande Canyon, north of Ojai ",34.4565,-119.0836,14.0,24.0,20.0,4.0,1013.0,0.0
1086,Christensen Fire,1,Alameda,Christensen Rd and Burns Rd in the Altamont Pass area,37.6469,-121.8889,10.0,25.0,20.0,9.0,1016.0,0.0
1087,Mendocino National Forest Lightning Complex,23,Mendocino,throughout Mendocino National Forest,39.4402,-123.3915,11.0,33.0,28.0,3.0,1014.0,0.0
1088,Pacheco Fire,43,Santa Clara,"off Hwy 152 at Dinosaur Point, 3 miles west of San Luis Reservoir",37.2318,-121.6951,18.0,37.0,30.0,2.0,1011.0,0.0
1089,Mesa Fire,42,Santa Barbara,off Burton Mesa Blvd in Lompoc,34.6729,-120.0165,19.0,32.0,28.0,13.0,1013.0,0.0
1090,Rustic Fire,56,Ventura,Rustic Hills Drive in the Wood Ranch area Simi Valley,34.4565,-119.0836,16.0,27.0,23.0,7.0,1014.0,0.0
1091,Flat Fire ,15,Kern,"southeast of Woody, south of Poso Flat Road & Burke Creek",35.3429,-118.7299,15.0,35.0,28.0,4.0,1011.0,0.0
1092,Merwin Fire,33,Riverside,off Merwin St in Moreno Valley ,33.7437,-115.9938,27.0,33.0,31.0,3.0,1009.0,0.4
1093,Collier Fire,39,San Joaquin,"Jack Tone Rd & Collier Rd, east of Herald",37.9348,-121.2714,14.0,33.0,27.0,8.0,1013.0,0.0
1094,Shinn Fire,18,Lassen,"near Shinn Mountain, 10 miles southeast of Ravendale",40.6736,-120.5943,14.0,33.0,29.0,6.0,1016.0,0.0
1095,Apple Fire,34,Sacramento,Off Apple Rd in Wilton,38.4493,-121.3443,14.0,27.0,23.0,10.0,1012.0,0.0
1096,Riosa Fire,31,Placer,"Riosa Rd & Thousand Oaks Dr, north of Lincoln",39.0635,-120.7175,17.0,33.0,28.0,9.0,1013.0,0.0
1097,Harrison Fire,33,Riverside,Avenue 66 and Harrison Street near Thermal  ,33.7437,-115.9938,22.0,33.0,30.0,14.0,1010.0,0.0
1098,Webb Fire,4,Butte,"off LaPorte Rd, east of Bangor",39.6669,-121.6007,22.0,38.0,33.0,8.0,1012.0,0.0
1099,Prairie Fire,47,Siskiyou,LaHonda Well area northeast of the community of Tennant,41.5927,-122.5404,12.0,32.0,25.0,3.0,1013.0,0.0
1100,Scales Fire,36,San Bernardino,"Cajon Pass, I-15 and Highway 138",34.8414,-116.1784,26.0,37.0,34.0,15.0,1012.0,0.0
1101,Kerkhoff Fire,10,Fresno,"off Powerhouse Rd, near Kercknoff Lake, north of the community of Auberry",36.7582,-119.6493,20.0,38.0,32.0,10.0,1011.0,0.0
1102,Grapefruit Fire,33,Riverside,Off Grapefruit Blvd in Thermal,33.7437,-115.9938,25.0,39.0,35.0,14.0,1009.0,0.0
1103,Triangle Fire,22,Mariposa,"Triangle Rd and Nickel Plate Rd, north of Bootjack",37.5815,-119.9054,10.0,23.0,20.0,5.0,1014.0,0.0
1104,Military Fire,47,Siskiyou,Along Military Pass Road ,41.5927,-122.5404,10.0,21.0,16.0,8.0,1017.0,0.0
1105,Antelope Fire,15,Kern,Antelope Canyon south of Tehachapi,35.3429,-118.7299,15.0,38.0,31.0,1.0,1012.0,0.1
1106,Geary Fire,1,Alameda,"off Geary Road in the Sunol Wilderness, 10 miles east of Fremont",37.6469,-121.8889,19.0,33.0,27.0,10.0,1012.0,0.0
1107,FKU Lightning Fires,10,Fresno,near Auberry,36.7582,-119.6493,13.0,31.0,27.0,5.0,1010.0,0.0
1108,Mason Fire ,25,Modoc,Near Clear Lake and Mason Reservoir,41.5898,-120.725,13.0,24.0,21.0,3.0,1008.0,0.1
1109,Garage Fire,28,Napa,off Pope Valley Road & Howell Mountain Road in Pope Valley ,38.5065,-122.3305,14.0,32.0,26.0,5.0,1009.0,0.0
1110,Banister Fire,56,Ventura,off Wood Ranch Parkway 2 miles sw of Simi Valley,34.4565,-119.0836,9.0,19.0,15.0,14.0,1025.0,0.0
1111,Buckaroo Fire,9,El Dorado,off Bucks Bar Cir & Buckaroo Trail near Somerset,38.7787,-120.5247,15.0,31.0,27.0,5.0,1013.0,0.0
1112,Fox Fire,22,Mariposa,"Lookout Mountain Rd & Fox Field Lane, south of Mormon Bar",37.5815,-119.9054,7.0,20.0,16.0,12.0,1013.0,0.0
1113,Oasis Fire,17,Lake,Hwy 20 near Lake County- Colusa County Line,39.0996,-122.7532,14.0,30.0,26.0,11.0,1009.0,0.0
1114,Snow Fire,33,Riverside,"Snow Creek Road, south of Highway 111",33.7437,-115.9938,15.0,28.0,25.0,13.0,1007.0,0.0
1115,Mad River Complex,53,Trinity,Near Ruth Lake area,40.6507,-123.1126,9.0,36.0,30.0,1.0,1015.0,0.0
1116,Rey Fire ,42,Santa Barbara,"off of Hwy 154 and Paradise Rd, north of Santa Barbara",34.6729,-120.0165,14.0,27.0,22.0,2.0,1011.0,0.0
1117,San Gabriel Complex (Formerly Fish & Reservoir Fires),19,Los Angeles,south of Azusa,34.3207,-118.2248,25.0,41.0,38.0,1.0,1013.0,0.0
1118,Roberts Fire,40,San Luis Obispo,10 miles northwest of Paso Robles on Camp Roberts Military Base,35.3871,-120.4045,13.0,15.0,14.0,3.0,1014.0,0.0
1119,Clark Fire,26,Mono,"on Bald Mountain, northeast of Mammoth",37.9391,-118.8868,9.0,21.0,18.0,4.0,1013.0,0.0
1120,Flat Fire,15,Kern," off Granite Rd and Poso Flat Rd., 5 miles south of Woody",35.3429,-118.7299,12.0,38.0,29.0,2.0,1015.0,0.0
1121,King Fire ,35,San Benito,"north of Hwy 198, east of Hwy 25",36.6057,-121.075,7.0,27.0,22.0,4.0,1017.0,0.0
1122,Briggs Fire,33,Riverside,off Briggs Rd & Louis Rd in Romoland,33.7437,-115.9938,25.0,36.0,32.0,13.0,1009.0,0.0
1123,Hills Fire,10,Fresno,four miles Northwest of Panoche and Interstate 5 ,36.7582,-119.6493,7.0,21.0,16.0,6.0,1010.0,0.0
1124,Maze Fire,50,Stanislaus,"off of Maze & Kasson, west of Modesto",37.5591,-120.9977,15.0,36.0,28.0,9.0,1013.0,0.0
1125,Rock Creek Fire,26,Mono,southeast of Mammoth Lakes and a mile north of the community of Swall Meadows.,37.9391,-118.8868,7.0,20.0,16.0,11.0,1011.0,0.0
1126,Bailey Fire,43,Santa Clara,"Hwy 101 & Bailey Rd, South San Jose",37.2318,-121.6951,13.0,32.0,25.0,4.0,1011.0,0.0
1127,Cheyenne Fire,5,Calaveras,"off Cheyenne Way, south of Camanche Reservoir ",38.2046,-120.5541,10.0,28.0,18.0,2.0,1014.0,0.0
1128,Serpa Fire,20,Madera,off Hwy 41 northeast of Coarsegold,37.218,-119.7627,14.0,30.0,26.0,4.0,1014.0,0.0
1129,Mill Fire,47,Siskiyou,"Old Dump Road/T-3 Road, 2 miles east of Weed",41.5927,-122.5404,3.0,17.0,13.0,6.0,1017.0,0.0
1130,Casitas Fire,56,Ventura,"near Casitas Vista and Ventura Avenue, south of Casitas Springs  ",34.4565,-119.0836,5.0,13.0,11.0,15.0,1010.0,0.0
1131,Dockery Fire,18,Lassen,"off Hwy 36E & County Rd A1, west of Susanville ",40.6736,-120.5943,15.0,32.0,28.0,6.0,1010.0,0.0
1132,Evergreen Fire,33,Riverside,off Evergreen Street in Lakeland Village near Lake Elsinore ,33.7437,-115.9938,26.0,35.0,32.0,11.0,1013.0,0.0
1133,Alder Fire,9,El Dorado,"off of Hwy 50 at Riverton, west of Kyburz",38.7787,-120.5247,11.0,27.0,22.0,8.0,1012.0,0.0
1134,North Branch Extension Fire,17,Lake,"Off Ogulin Rd & Highway 53, Clearlake Oaks",39.0996,-122.7532,20.0,40.0,34.0,4.0,1010.0,0.0
1135,Edison Fire,56,Ventura,North of Ventura,34.4565,-119.0836,8.0,20.0,16.0,1.0,1016.0,0.0
1136,Modoc July Complex,25,Modoc,throughout Modoc County,41.5898,-120.725,15.0,32.0,25.0,3.0,1012.0,0.3
1137,Schaeffer Fire,54,Tulare,Within the 2002 McNally wildfire burn area (17 miles north of Kernville),36.2201,-118.8005,21.0,41.0,35.0,4.0,1013.0,0.0
1138,Adobe Fire (Central LNU Complex),49,Sonoma,near Kenwood,38.5283,-122.8874,11.0,28.0,21.0,19.0,1010.0,0.0
1139,Platina Fire,45,Shasta,"Platina Road, 12 Miles West of Ono",40.7637,-122.0405,5.0,26.0,21.0,5.0,1021.0,0.0
1140,Dehesa Fire,37,San Diego,"off of Dehesa Rd and Sloane Canyon Rd, Dehesa",33.0341,-116.7353,15.0,29.0,25.0,6.0,1010.0,0.0
1141,Cranston Fire,33,Riverside,"off Highway 74 and Control Road, east of Hemet",33.7437,-115.9938,33.0,42.0,39.0,11.0,1012.0,0.0
1142,Branscombe Fire,48,Solano,"Branscombe Road south of Hwy 12, Suisun City",38.27,-121.9329,16.0,26.0,22.0,26.0,1012.0,0.0
1143,Twisselman Fire,15,Kern,"Twisselman Road and Kecks Road, west of Highway 33",35.3429,-118.7299,6.0,24.0,17.0,8.0,1016.0,0.0
1144,Wilcox Fire,54,Tulare,"Road 136 and Avenue 440, Community of Orosi",36.2201,-118.8005,8.0,18.0,15.0,7.0,1016.0,0.0
1145,Montecito Flooding / Mudflows,"42,56",Santa Barbara,"Montecito, Summerland and Carpenteria",34.6729,-120.0165,9.0,13.0,11.0,30.0,1004.0,3.3
1146,Girasol Fire,33,Riverside,"Hwy 111 and Tramway Rd, Palm Springs",33.7437,-115.9938,18.0,30.0,26.0,12.0,1014.0,0.0
