,Total_Acres_Burned,Archive_Year,County_Name,County_ID,Fire_Started_Date,Fire_Extinguished_Date,Injuries,Latitude,Longitude,Major_Incident,Location,Fire_Name,Percent_Contained,State,CAUSE,Cause_Description,Structure_Impacted,Maximum_Temp,Minimum_Temp,Average_Temp,Wind_Speed,Air_Pressure,Precipitation
683,10,2017,Riverside,33,6/18/2017,1/9/2018,0,33.90965,-116.9669,FALSE,"Manzanita Park and Roadrunner Dr., near Beaumont",Lambs Fire,100,CA,14,Unidentified,0,34,19,30,3,1009,0
684,10,2017,Riverside,33,6/4/2017,1/9/2018,0,33.87107,-116.88097,FALSE,"Old Banning Idyllwild Road & Mount Edna Road, Banning",Shirleon Fire ,100,CA,14,Unidentified,0,30,19,27,6,1010,0
685,10,2017,Yuba,58,5/29/2017,1/9/2018,0,39.23205,-121.376,FALSE,"off Hwy 20 and Escheman Ln, East of Brown",Twenty Fire,100,CA,14,Unidentified,0,30,12,24,6,1014,0
686,10,2017,Kern,15,5/28/2017,1/9/2018,0,34.87128,-118.35296,FALSE,10 miles West of Rosamond,Champagne Fire,100,CA,14,Unidentified,0,32,12,27,7,1016,0
687,10,2017,Riverside,33,5/23/2017,1/9/2018,0,33.94673,-117.17773,FALSE,Ironwood Avenue and Moreno Beach Drive,Moreno Fire,100,CA,14,Unidentified,0,33,19,29,3,1013,0
688,10,2017,Monterey,27,4/24/2017,1/9/2018,0,36.44141,-121.34695,FALSE,"Highway 101 & Front Street, north of Soledad ",Soledad Fire,100,CA,14,Unidentified,0,17,4,14,13,1017,0
689,0,2017,Sonoma,49,10/9/2017,1/9/2018,0,38.36685,-122.64001,TRUE,east of Rohnert Park,Pressley Fire (Central LNU Complex),100,CA,14,Unidentified,0,27,14,21,22,1010,0
690,0,2017,Napa,28,10/8/2017,1/9/2018,0,38.31802,-122.39052,TRUE,"off Partrick Rd, west of Napa",Partrick Fire (Central LNU Complex),100,CA,14,Unidentified,0,26,15,22,4,1010,0
691,0,2017,Mariposa,22,9/7/2017,1/9/2018,0,37.73596,-119.78256,FALSE,Hwy 120 and Big Oak Flat Road near Foresta,Rattlesnake Fire,100,CA,14,Unidentified,0,20,11,17,5,1015,0
692,0,2017,Siskiyou,47,7/25/2017,1/9/2018,0,41.702,-123.508,FALSE,"Clear Creek Drainage, 7 miles southwest of Happy Camp (Siskiyou County)",Clear Complex (merged into Eclipse Complex),100,CA,14,Unidentified,0,36,11,26,5,1013,0
693,0,2017,Modoc,25,7/23/2017,1/9/2018,0,41.338,-120.304,FALSE,Warner Mountain Ranger District on the Modoc National Forest,Warner Mountain Lightning,100,CA,14,Unidentified,0,34,17,30,11,1015,0
694,0,2017,Siskiyou,47,7/4/2017,1/9/2018,0,41.86609,-122.73031,FALSE,"Off Hwy 96 & Dutch Creek Rd, east of Oak Knoll",Klamath Fire,100,CA,14,Unidentified,0,29,15,26,5,1016,0
695,0,2017,San Diego,37,6/28/2017,1/9/2018,0,33.43513,-117.58252,FALSE,off Cristianitos Rd. and Talega Rd., Cristianitos Fire,100,CA,14,Unidentified,0,24,15,22,2,1011,0
696,0,2017,Siskiyou,47,6/25/2017,1/9/2018,0,41.841,-123.474,FALSE,"14 miles west of Etna, California in the Marble Mountain Wilderness",Salmon-August Complex ,100,CA,14,Unidentified,0,34,12,27,3,1015,0
697,0,2017,Tulare,54,6/23/2017,1/9/2018,0,36.51912,-119.50606,FALSE,"Hwy 201 & Rd 36, Community of Kings River",King Incident,100,CA,14,Unidentified,0,44,23,37,10,1010,0
698,0,2017,Butte,4,2/7/2017,1/9/2018,0,39.51158,-121.55633,TRUE,"Oroville Dam, Canyon Dr. & Oroville Dam Rd, Oroville, CA 95966",Oroville Spillway ,100,CA,14,Unidentified,0,16,11,15,27,1007,7.7
699,410203,2018,Colusa,"6,11,17,23",7/27/2018,1/4/2019,3,39.243283,-123.103367,TRUE,"off Highway 20 near Potter Valley, northeast of Ukiah ",Ranch Fire (Mendocino Complex),100,CA,14,Unidentified,1296,36,14,28,7,1014,0
700,229651,2018,Shasta,"45,53",7/23/2018,1/4/2019,0,40.65428,-122.62357,TRUE,"Hwy 299 and Carr Powerhouse Rd, Whiskeytown",Carr Fire,100,CA,14,Unidentified,1675,37,23,33,5,1020,0.1
701,96949,2018,Los Angeles,"19,56",11/8/2018,1/4/2019,0,34.235,-118.70128,TRUE,"E Street and Alfa Road Rd, South of Simi Valley",Woolsey Fire,100,CA,14,Unidentified,1984,20,14,18,2,1015,0.1
702,96901,2018,Mariposa,22,7/13/2018,1/4/2019,0,37.6549,-119.88581,FALSE,"Highway 140 and Hite Cove, near El Portal",Ferguson Fire,100,CA,14,Unidentified,0,24,14,22,5,1017,0
703,90288,2018,Napa,"28,57",6/30/2018,1/4/2019,1,38.80583,-122.18183,TRUE,east of Lake Berryessa,County Fire,100,CA,14,Unidentified,29,40,24,35,15,1011,0
704,63311,2018,Shasta,"45,53",9/5/2018,1/4/2019,0,40.9425,-122.43,FALSE,"I-5 and Lamoine, 2 miles NW of Lakehead ",Delta Fire,100,CA,14,Unidentified,42,34,16,29,6,1013,0
705,48920,2018,Colusa,"6,17,23",7/27/2018,1/4/2019,0,39.04786,-123.11971,TRUE,"Old River Rd, near Mile Marker Post 7.9, Hopland ",River Fire (Mendocino Complex),100,CA,14,Unidentified,1060,36,14,28,7,1014,0
706,46150,2018,Shasta,45,8/9/2018,1/4/2019,0,40.896,-122.219,TRUE,"off Gilman and Moore Creek Campground, east of Lakehead ",Hirz Fire,100,CA,14,Unidentified,0,40,16,33,6,1016,0
707,38008,2018,Siskiyou,47,7/5/2018,1/4/2019,3,41.893332,-122.534655,TRUE,"off Klamathon Road and Copco Road, south of Hornbrook",Klamathon Fire,100,CA,14,Unidentified,95,28,12,24,6,1018,0
708,36450,2018,Tuolumne,55,8/1/2018,1/4/2019,0,38.349,-119.929,FALSE,"Near Hwy 108, Donnell Lake area in the Carson Iceburg Wilderness",Donnell Fire,100,CA,14,Unidentified,0,30,17,26,6,1015,0
709,18703,2018,Lassen,18,7/27/2018,1/4/2019,0,40.633536,-120.868091,FALSE,"off Whaleback Mountain and Antelope Valley Road, West of Spaulding",Whaleback Fire,100,CA,14,Unidentified,0,33,15,28,6,1016,0
710,15185,2018,Lake,17,6/23/2018,1/4/2019,1,39.0674,-122.59848,TRUE,"Pawnee Rd & New Long Valley Rd, northeast of Clearlake Oaks ",Pawnee Fire,100,CA,14,Unidentified,22,37,20,32,9,1010,0
711,12300,2018,San Joaquin,39,6/29/2018,1/4/2019,0,38.052055,-120.945482,FALSE,"off North Waverly Road and North Shelton Road, east of Linden",Waverly Fire,100,CA,14,Unidentified,1,36,15,29,4,1013,0
712,6974,2018,Mono,26,9/4/2018,1/4/2019,0,38.347395,-119.45186,FALSE,"Hwy 395 & Hwy 108, Sonora Junction",Boot Fire,100,CA,14,Unidentified,0,23,10,19,1,1013,0
713,4564,2018,Merced,24,6/15/2018,1/4/2019,0,37.39339,-120.34207,FALSE,"off Doug Road and Bonner Road, north of the community of Planada",Planada Fire,100,CA,14,Unidentified,0,33,17,28,8,1008,0
714,4064,2018,Madera,20,6/11/2018,1/4/2019,0,37.571,-119.118,FALSE,near the Lion Point area in the Ansel Adams Wilderness,Lions Fire,100,CA,14,Unidentified,0,20,8,17,2,1015,0
715,3889,2018,Tehama,52,10/7/2018,1/4/2019,0,40.22027778,-122.18,TRUE,"Hwy 36 and Sunriver Road, east of Red Bluff",Sun Fire,100,CA,14,Unidentified,0,26,13,20,14,1017,0
716,3716,2018,Tehama,52,6/23/2018,1/4/2019,1,40.35068,-121.77867,TRUE,Off Hwy 36 in Paynes Creek,Lane Fire,100,CA,14,Unidentified,0,39,19,32,9,1014,0
717,3674,2018,Humboldt,12,8/16/2018,1/4/2019,0,41.07944,-123.688056,FALSE,"Hwy 96 & Mill Creek Road, northeast of the Town of Hoopa",Mill Creek 1 Fire,100,CA,14,Unidentified,0,34,8,25,4,1016,0
718,3380,2018,Los Angeles,19,9/22/2018,1/4/2019,0,34.48229,-118.60858,FALSE,"Charlie Canyon Rd  and Tapia Canyon Rd, Castaic",Charlie Fire,100,CA,14,Unidentified,0,29,19,26,1,1015,0
719,2995,2018,Kings,16,8/6/2018,1/4/2019,0,35.97896,-119.98329,FALSE,"off Interstate 5 and Milham Rd, Kettleman Hills area",Five Fire,100,CA,14,Unidentified,0,36,18,30,8,1015,0
720,2950,2018,Kern,15,8/3/2018,1/4/2019,0,35.37444,-118.83556,FALSE,"Breckenridge Rd & Comanche Dr, east of Bakersfield",Tarina Fire,100,CA,14,Unidentified,0,37,21,32,5,1013,0
721,2883,2018,Inyo,14,7/8/2018,1/4/2019,0,36.6734,-118.21881,TRUE,"off Hogback and Whitney Portal Road, Alabama Hills",Georges Fire,100,CA,14,Unidentified,0,30,27,28,7,1014,0
722,2490,2018,Napa,28,9/8/2018,1/4/2019,0,38.69601,-122.44468,TRUE,"off Butts Canyon Rd and Snell Valley Rd, southeast of Middletown",Snell Fire,100,CA,14,Unidentified,0,34,15,27,6,1015,0
723,2290,2018,Glenn,11,6/9/2018,1/4/2019,0,39.64978,-122.58218,TRUE,"Hwy 162 and Forest Hwy 7, north of Elk Creek",Chrome Fire,100,CA,14,Unidentified,1,26,13,22,9,1015,0
724,2225,2018,Monterey,27,8/6/2018,1/4/2019,0,35.847778,-120.343056,FALSE,"near Highway 46 and Turkey Flats, near Parkfield",Turkey Fire,100,CA,14,Unidentified,0,36,18,30,8,1015,0
725,1900,2018,Shasta,45,8/9/2018,1/4/2019,0,40.99344,-121.52225,TRUE,"Hwy 299 east and Fish Hatchery rd, northeast of Burney ",Hat Fire,100,CA,14,Unidentified,0,37,15,31,4,1016,0
726,1756,2018,Merced,24,5/2/2018,1/4/2019,0,36.85156,-120.77206,FALSE,Interstate 5 and W Nees Ave. south of Los Banos ,Nees Fire,100,CA,14,Unidentified,0,24,11,20,7,1012,0.4
727,1751,2018,Trinity,53,9/4/2018,1/4/2019,0,40.616251,-123.52019,FALSE,"Kerlin Creek, west of Hyampom",Kerlin Fire,100,CA,14,Unidentified,0,32,15,26,3,1013,0
728,1500,2018,Solano,48,11/8/2018,1/4/2019,0,38.21396,-121.9424,FALSE,"off Highway 12 and Nurse Blue Road, Suisun City",Nurse Fire,100,CA,14,Unidentified,0,22,13,18,19,1017,0
729,1314,2018,San Benito,35,6/4/2018,1/4/2019,0,36.40755,-120.99322,TRUE,Coalinga and Airline Highway,Airline Fire,100,CA,14,Unidentified,0,31,10,24,8,1012,0
730,1265,2018,Inyo,14,4/19/2018,1/3/2019,0,36.71537,-118.08449,TRUE,"Highway 395 and Moffat Ranch Road, north of Lone Pine",Moffat Fire,100,CA,14,Unidentified,0,11,5,8,14,1011,0
731,1261,2018,Riverside,33,5/17/2018,1/4/2019,0,33.62924,-117.05992,FALSE,"off Rawson Road and Royal Netherlands Road, south of Winchester",Patterson Fire,100,CA,14,Unidentified,0,20,10,17,3,1013,0
732,1014,2018,Santa Barbara,42,8/19/2018,1/4/2019,0,35.11416667,-120.0922222,FALSE,off Highway 166 and Sierra Madre Road,Front Fire,100,CA,14,Unidentified,0,31,19,26,5,1015,0
733,972,2018,Mendocino,23,7/31/2018,1/4/2019,0,39.82877,-123.08489,FALSE,"off Indian Dick Road and Mendocino Pass Road, east of Covelo",Eel Fire,100,CA,14,Unidentified,0,34,14,28,5,1015,0
734,856,2018,Tehama,52,7/9/2018,1/4/2019,0,40.33682,-121.93908,FALSE,"off Hwy 36 and Manton Rd, 10 miles NE of Red Bluff ",Dale Fire,100,CA,14,Unidentified,0,37,19,32,4,1018,0
735,825,2018,Amador,3,7/6/2018,1/4/2019,0,38.42623,-120.95408,TRUE,"off Irish Ridge Road and Carbondale Road, southeast of Plymouth",Irish Fire,100,CA,14,Unidentified,1,35,21,30,3,1021,0
736,822,2018,Yolo,57,7/18/2018,1/4/2019,0,38.59694444,-121.9938889,FALSE,"off County Road 88 and County Road 29, north of Winters",Eighty Eight Fire,100,CA,14,Unidentified,0,40,19,34,7,1015,0
737,700,2018,Placer,31,8/1/2018,1/4/2019,0,38.82426,-121.451307,FALSE,"off Sunset Blvd. West and South Brewer Rd, northwest of Roseville",Sunset Fire,100,CA,14,Unidentified,0,37,19,31,7,1014,0
738,646,2018,Lassen,18,6/14/2018,1/4/2019,0,40.3768,-120.36403,FALSE,"off Highway 395 Southeast of Litchfield, East of Susanville",Tumbleweed Fire,100,CA,14,Unidentified,0,27,12,22,7,1009,0
739,513,2018,San Benito,35,6/4/2018,1/4/2019,0,36.378333,-120.901167,TRUE,"Coalinga Road, east of Bitterwater ",Eastern Fire,100,CA,14,Unidentified,0,31,10,24,8,1012,0
740,441,2018,Lassen,18,6/27/2018,1/4/2019,0,40.316137,-120.45053,FALSE,"Hyatt Ln and Standish Buntingville Rd, 5 miles east of Janesville",Hyatt Fire,100,CA,14,Unidentified,4,29,12,25,6,1014,0
741,375,2018,Monterey,27,6/26/2018,6/21/2019,0,35.95515,-120.86256,FALSE,"Sargents Canyon and Deadman Gulch, San Ardo Oil Fields",San Ardo,100,CA,14,Unidentified,0,27,16,24,3,1014,0
742,367,2018,Kern,15,8/18/2018,1/4/2019,0,35.51777778,-118.6525,FALSE,"off Cow Flat Road and Highway 178, west of Lake Isabella",Call Fire,100,CA,14,Unidentified,0,34,18,29,5,1017,0
743,365,2018,San Diego,37,7/27/2018,1/4/2019,0,33.07892,-116.91845,TRUE,"San Pasqual Valley Rd, west of Ramona",Pasqual Fire,100,CA,14,Unidentified,0,34,21,29,4,1011,0
744,347,2018,Butte,4,6/26/2018,1/4/2019,0,39.59872,-121.78208,FALSE,"Midway Road and Esquon Road , 4 miles SE  of Durham",Shippee Fire,100,CA,14,Unidentified,0,36,18,30,4,1013,0
745,328,2018,Shasta,45,6/23/2018,1/4/2019,0,40.52909,-122.17457,FALSE,"Off Bascom Rd & Hwy 44, in Millville",Bascom Fire,100,CA,14,Unidentified,0,39,21,33,9,1014,0
746,316,2018,El Dorado,9,7/4/2018,1/4/2019,0,38.539806,-121.059979,FALSE,"off South Shingle Road and Latrobe Road, west of Latrobe",Shingle Fire,100,CA,14,Unidentified,0,30,16,25,6,1012,0
747,300,2018,Madera,20,6/4/2018,1/4/2019,0,37.10181,-119.623981,FALSE,"Road 210 and Road 200, Oneal",ONeals Fire,100,CA,14,Unidentified,0,31,20,27,9,1013,0
748,300,2018,San Diego,37,5/4/2018,1/4/2019,0,33.389425,-117.502405,FALSE,"Basilone Rd and San Juan Rd, Camp Pendleton Marine Corps Base",Alpha Fire,100,CA,14,Unidentified,0,25,14,22,6,1020,0
749,290,2018,Calaveras,5,8/6/2018,1/4/2019,0,38.061298,-120.872244,FALSE,"Near Milton Road and South Gulch Road, Rancho Calaveras",South Fire,100,CA,14,Unidentified,0,36,19,30,4,1016,0
750,282,2018,Riverside,33,7/19/2018,1/4/2019,0,33.836101,-117.607577,FALSE,"off Skyline Drive and Burrero Way, in an unincorporated county area west of Corona Cit",Skyline Fire,100,CA,14,Unidentified,0,32,25,29,10,1014,0.7
751,268,2018,Tehama,52,6/23/2018,1/4/2019,0,40.18395,-122.27574,TRUE,"Stoll Rd & Baker Rd, west of Red Bluff",Stoll Fire,100,CA,14,Unidentified,24,38,21,33,9,1013,0
752,265,2018,San Diego,37,6/6/2018,1/4/2019,1,32.63046,-116.46674,TRUE,"Off Hwy 94 and Campo Truck Trail, Campo",Recycle Fire,100,CA,14,Unidentified,0,27,13,22,6,1010,0
753,258,2018,Santa Barbara,42,3/27/2018,1/3/2019,0,34.0232,-119.76576,FALSE,"Channel Islands National Park, Santa Cruz Island",Santa Cruz Fire,100,CA,14,Unidentified,0,16,14,15,14,1020,0
754,250,2018,San Diego,37,8/9/2018,1/4/2019,0,33.076239,-116.902985,FALSE,off Rangeland Road and Highway 78 in Ramona,Rangeland Fire,100,CA,14,Unidentified,0,33,24,30,3,1012,0
755,224,2018,Siskiyou,47,7/15/2018,1/4/2019,0,41.70877,-122.47293,TRUE,"Shasta Valley Wildlife Area, 4 miles south east of Montague ",Steamboat Fire,100,CA,14,Unidentified,0,36,19,30,3,1017,0
756,215,2018,Siskiyou,47,7/1/2018,1/4/2019,0,41.085,-123.051,FALSE,Petersburg and Caribou Creek Rd 3 MI SW of Cecilville,Petersburg Fire,100,CA,14,Unidentified,0,33,15,28,5,1017,0
757,205,2018,Riverside,33,7/26/2018,1/4/2019,0,33.571763,-116.500058,FALSE,Highway 74 and Ribbonwood Dr. near Pinyon,Ribbon Fire,100,CA,14,Unidentified,0,38,29,35,13,1011,0.1
758,191,2018,Butte,4,7/4/2018,1/4/2019,0,39.491737,-121.637759,FALSE,"off Par Four Way and Highway 162, west of the City of Oroville ",Par Fire,100,CA,14,Unidentified,0,29,17,25,7,1012,0
759,175,2018,Orange,30,6/2/2018,1/4/2019,0,33.55132,-117.72044,FALSE,"Aliso Woods Canyon Park, Community of Aliso Viejo",Aliso Fire,100,CA,14,Unidentified,0,22,17,21,4,1014,0
760,172,2018,Santa Barbara,42,9/1/2018,1/4/2019,0,34.576944,-119.61416,FALSE,"Pie Canyon Rd and Mono-Alamar Rd, NE of Gibraltar Reservoir",Ogilvy Fire,100,CA,14,Unidentified,0,28,21,26,7,1010,0
761,167,2018,Monterey,27,10/13/2018,1/4/2019,0,36.18401,-120.69955,FALSE," Hwy 198 & Priest Valley Rd, east of San Lucas",Priest Fire,100,CA,14,Unidentified,0,25,14,20,9,1011,0
762,167,2018,Lassen,18,7/24/2018,1/4/2019,1,40.34822,-120.82497,TRUE,"Roxie Peconom Campground, west of Willard Cr, 10 mi west of Susanville",Roxie Fire (Formerly 1-1 Fire),100,CA,14,Unidentified,0,34,18,30,7,1018,0
763,155,2018,Shasta,45,8/19/2018,1/4/2019,0,40.36888889,-122.8905556,FALSE,"off Highway 36 west and Beegum Gorge road, Platina area",Gorge Fire,100,CA,14,Unidentified,0,33,10,25,1,1017,0
764,155,2018,Orange,30,6/11/2018,1/4/2019,0,33.787838,-117.746625,FALSE,off Highway 241 and Santiago Canyon Road,Santiago Fire,100,CA,14,Unidentified,0,28,23,27,6,1011,0
765,154,2018,Riverside,33,6/12/2018,1/4/2019,0,33.925862,-117.654299,FALSE,off Highway 71 south of Euclid Avenue in Chino,Euclid Fire,100,CA,14,Unidentified,0,34,22,30,5,1010,0
766,152,2018,Marin,21,9/10/2018,1/4/2019,0,38.02447,-122.727,TRUE,"Samuel P Taylor State Park, northwest of the Community of Lagunitas",Irving Fire,100,CA,14,Unidentified,0,21,13,19,9,1012,0
767,150,2018,El Dorado,9,9/4/2018,1/4/2019,0,38.94388,-120.92611,TRUE,"Sliger Mine Rd and Hida Way, northwest of Georgetown",Sliger Fire,100,CA,14,Unidentified,0,33,18,28,7,1012,0
768,136,2018,Calaveras,5,8/5/2018,1/4/2019,0,38.08424,-120.46078,FALSE,"Parrots Ferry Rd x Camp 9 Rd, South of the community of Vallecito",Parrots Fire,100,CA,14,Unidentified,0,32,18,28,7,1014,0
769,135,2018,Napa,28,7/28/2018,1/4/2019,0,38.51943,-122.18353,TRUE,"off Arroyo Grande Drive and Steele Canyon Road, Capell",Steele Fire,100,CA,14,Unidentified,12,39,16,32,6,1014,0
770,128,2018,Los Angeles,19,7/23/2018,1/4/2019,0,34.38039,-118.60441,FALSE,"off West Pico Canyon Rd and Potrero Canyon Rd, Stevenson Ranch area",Pico Fire,100,CA,14,Unidentified,0,38,22,33,6,1016,0
771,127,2018,Glenn,11,6/1/2018,1/4/2019,0,39.46543,-122.65582,FALSE,"Open Ridge, NW of Dry Creek Hill, 11 miles SW of Elk Creek",Open Fire,100,CA,14,Unidentified,0,29,10,24,4,1018,0
772,127,2018,Siskiyou,47,5/9/2018,1/4/2019,0,41.65935,-122.48556,FALSE,"west of Rancho Hills, community of Lake Shastina, north of Weed",Shastina Fire,100,CA,14,Unidentified,0,20,10,16,3,1017,0
773,125,2018,San Bernardino,36,8/31/2018,1/4/2019,0,34.15475,-117.244366,FALSE,"Sterling Ave and Foothill Dr, City of San Bernardino",Sterling,100,CA,14,Unidentified,0,33,22,30,5,1012,0
774,120,2018,Tulare,54,10/24/2018,1/4/2019,0,36.47766,-119.10433,FALSE,"Road 208 and Avenue 380, 5 miles north of Woodlake",Market Fire,100,CA,14,Unidentified,0,24,10,19,2,1016,0
775,116,2018,San Benito,35,7/12/2018,1/4/2019,0,36.59036,-120.82355,FALSE,"Panoche Rd and New Idria Rd, west of San Joaquin",Idria Fire,100,CA,14,Unidentified,0,38,21,33,10,1013,0
776,116,2018,Santa Clara,43,7/6/2018,1/4/2019,0,37.06367,-121.53586,FALSE,"off Bridal Path Drive and Butch Drive, east of Gilroy",Bridle Fire,100,CA,14,Unidentified,0,36,18,31,1,1020,0
777,110,2018,Santa Barbara,42,7/20/2018,1/4/2019,0,34.62412,-120.22298,FALSE,"Highway 246, west of Buellton",Windmill Fire,100,CA,14,Unidentified,0,26,16,23,6,1013,0.5
778,108,2018,Fresno,10,5/26/2018,1/4/2019,0,36.75581,-119.42172,FALSE,"Cobblestone Lane and Thernal Road, Tivy Valley",Cobble Fire,100,CA,14,Unidentified,0,22,11,19,7,1017,0
779,106,2018,Mendocino,23,8/1/2018,1/4/2019,0,38.8802,-123.0496,FALSE,"Off Highway 101, south of Hopland",Western Fire,100,CA,14,Unidentified,0,35,12,28,7,1014,0
780,103,2018,Lake,17,8/26/2018,1/4/2019,0,39.02017,-122.57496,FALSE,"Hwy 20 and New Long Valley Rd, Clear Lake Oaks          ",Cache Fire,100,CA,14,Unidentified,0,31,13,25,4,1015,0
781,103,2018,Tehama,52,5/18/2018,1/4/2019,0,40.31759,-122.21032,FALSE,"Off Jellysferry Rd, north of Red Bluff",Jelly Fire,100,CA,14,Unidentified,0,30,12,25,2,1015,0
782,100,2018,Tulare,54,7/27/2018,1/4/2019,0,36.21634,-118.82989,FALSE,"off Balch Park Road and Yokohl Drive, northeast of Porterville",Balch Fire,100,CA,14,Unidentified,0,39,24,34,2,1015,0
783,100,2018,San Bernardino,36,7/6/2018,1/4/2019,0,34.22526,-117.40967,FALSE,"off Interstate 15 and Kenwood Ave, north of San Bernardino",Box Fire,100,CA,14,Unidentified,0,44,28,39,6,1015,0
784,96,2018,Monterey,27,6/9/2018,1/4/2019,0,35.9352,-121.11936,FALSE,"Sam Jones and Jolon Rd, Fort Hunter Liggett ",Sam Fire,100,CA,14,Unidentified,0,24,14,21,9,1017,0
785,95,2018,Kern,15,6/29/2018,1/4/2019,0,35.1234,-118.72905,FALSE,"Comanche Point Rd, 3 miles south of Arvin",Sheep Fire,100,CA,14,Unidentified,0,31,13,26,4,1011,0
786,90,2018,Mendocino,23,7/5/2018,1/4/2019,0,39.038859,-123.38493,FALSE,"off Peachland Road and Highway 128, north of the Community of Boonville",Peach Fire ,100,CA,14,Unidentified,0,28,8,23,1,1018,0
787,89,2018,Lassen,18,7/15/2018,1/4/2019,0,40.94666,-121.27049,FALSE,near Little Valley,3-16 Fire,100,CA,14,Unidentified,0,35,20,31,3,1016,0
788,88,2018,Lassen,18,11/8/2018,1/4/2019,0,40.83116,-120.19336,FALSE,"Horn Road and Mail Route Road, 9 miles southeast of Termo  ",Horn Fire,100,CA,14,Unidentified,0,7,-5,2,9,1028,0
789,88,2018,Madera,20,8/27/2018,1/4/2019,0,37.179167,-119.431667,FALSE,"Mammoth Road, 29 miles north of Clovis",Redinger Fire,100,CA,14,Unidentified,0,28,17,24,5,1015,0
790,88,2018,Merced,24,5/20/2018,1/4/2019,0,37.056944,-121.01638,FALSE,off Highway 33 and south of Highway 152,Plaza Fire,100,CA,14,Unidentified,0,24,9,19,14,1014,0
791,80,2018,Lake,17,7/9/2018,1/4/2019,0,39.06715,-122.59789,FALSE,"Pawnee Dr. and New Long Valley Dr., northeast of Clearlake ",Spring 2 Fire,100,CA,14,Unidentified,1,35,16,30,8,1017,0
792,77,2018,Santa Barbara,42,7/18/2018,1/4/2019,0,34.54305556,-120.3180556,FALSE,"off Highway 1 and Highway 101, North of Gaviota",Cruces Fire,100,CA,14,Unidentified,0,26,15,23,2,1015,0
793,76,2018,Fresno,10,6/27/2018,1/4/2019,0,36.696879,-119.304499,FALSE,"Anchor Ave and Hills Valley Rd, north of Orange Cove",Anchor Fire,100,CA,14,Unidentified,0,34,16,28,1,1013,0
794,75,2018,Colusa,6,7/4/2018,1/4/2019,0,39.2976,-122.512012,TRUE,"off Stonyford Road and Lake Park, west of Maxwell   ",Stony Fire,100,CA,14,Unidentified,0,29,15,25,3,1012,0
795,73,2018,Riverside,33,4/28/2018,1/4/2019,0,33.67815,-117.32281,FALSE,"Main Street and Interstate 15, City of Lake Elsinore",Main Fire,100,CA,14,Unidentified,0,21,12,18,3,1013,0
796,70,2018,Riverside,33,5/4/2018,1/4/2019,0,33.504964,-117.148204,FALSE,"Via Santa Rosa near Via Tornado, southwest of Temecula",Tornado Fire,100,CA,14,Unidentified,0,29,15,25,1,1020,0
797,68,2018,Merced,24,6/24/2018,1/4/2019,0,37.08529,-121.09354,FALSE,"Hwy 152 & Lower Cottonwood, west of Los Banos",Romero Fire,100,CA,14,Unidentified,0,35,19,31,10,1009,0
798,67,2018,El Dorado,9,8/1/2018,1/4/2019,0,38.645,-120.874167,TRUE,"Bumper Rd & China Hill Rd, east of Frenchtown",Bumper Fire,100,CA,14,Unidentified,0,35,20,31,3,1014,0
799,67,2018,Mendocino,23,7/21/2018,1/4/2019,0,39.279833,-123.258319,FALSE,"Hwy 101 at mile marker 38, west of Redwood Valley (Mendocino County) ",Heart Fire,100,CA,14,Unidentified,0,31,13,25,1,1014,0
800,66,2018,El Dorado,9,8/1/2018,1/4/2019,0,38.82128,-121.03918,TRUE,"off Omega Lane and Alpha Circle, west of Pilot Hill",Omega Fire,100,CA,14,Unidentified,4,36,21,32,5,1014,0
801,63,2018,Riverside,33,7/4/2018,1/4/2019,0,33.56349,-116.732032,FALSE,off Benton Road and Crams Corner Drive in Anza,Benton Fire,100,CA,14,Unidentified,0,30,16,26,5,1013,0
802,63,2018,Stanislaus,50,5/29/2018,1/4/2019,0,37.32744,-121.10903,FALSE,"Interstate 5 and Stuhr Rd, South of Patterson",Stuhr Fire,100,CA,14,Unidentified,0,37,21,32,6,1011,0
803,62,2018,Kern,15,7/8/2018,1/4/2019,0,34.86022,-118.87881,FALSE,"off Lebec Road and Lebec Oaks Road, North of Lebec",Lebec Fire,100,CA,14,Unidentified,0,33,22,29,7,1013,0.7
804,60,2018,Tehama,52,11/5/2018,1/4/2019,0,40.346652,-122.308479,FALSE,"off Adams Road at Barr Lane, southwest of Cottonwood ",Adams Fire,100,CA,14,Unidentified,0,24,11,17,8,1019,0
805,60,2018,Madera,20,6/15/2018,1/4/2019,0,37.14663,-119.91223,FALSE,"off Road 407 and Road 600, Community of Raymond",Raymond Fire,100,CA,14,Unidentified,0,36,17,29,9,1008,0
806,60,2018,San Luis Obispo,40,6/14/2018,1/4/2019,0,35.58354,-120.624135,FALSE,"off Creston Road, east of Paso Robles",Creston FIre,100,CA,14,Unidentified,0,28,13,23,2,1010,0
807,60,2018,Santa Barbara,42,5/17/2018,1/4/2019,0,34.74245,-120.18236,FALSE,"Alisos Canyon Rd, Santa Ynez, north of Santa Barbara ",Happy Fire,100,CA,14,Unidentified,0,21,10,17,14,1016,0
808,59,2018,San Diego,37,5/22/2018,1/4/2019,0,33.35505,-117.03134,FALSE,"Hwy 76 and Agua Tibia Ranch Rd, 7.5 miles east of I-15",Agua Fire,100,CA,14,Unidentified,0,20,9,16,5,1010,0
